14	4
14	5
14	9
14	12
16	17	
16	21
16	27
16	37
16	39
15	4
15	5
15	9
15	12
15	17
15	21
15	27
15	37
15	39
3	1
3	2
4	1
4	2
5	7
5	8
6	7
6	8
9	11
10	11
17	19	
17	20
18	19
18	20
21	23
21	26
22	23
22	26
23	25
24	25
27	29
28	29
29	31
29	32
30	31
30	32
27	33
28	33
33	35
33	36
34	35
34	36
38	40
38	41
38	46
39	40
39	41
39	46
41	43
41	44
41	45
42	43
42	44
42	45
