1	5
1	8
1	9
2	5
2	8
2	9
3	10
3	12
3	13
3	15
4	10
4	12
4	13
4	15
5	16
5	18
5	20
6	16
6	18
6	20
7	22
7	24
7	25
8	22
8	24
8	25
9	26
9	27
9	29
9	32
9	33
10	26
10	27
10	29
10	32
10	33
11	34
11	36
12	34
12	36
13	38
16	40
16	41
16	42
17	40
17	41
17	42
18	43
18	44
18	45
19	43
19	44
19	45
20	46
20	47
21	46
21	47
23	48
24	48
27	49
27	50
28	49
28	50
29	51
29	52
30	51
30	52
31	53
31	54
32	53
32	54
34	55
35	55
37	56
37	57
38	56
38	57
38	58
39	58
